Date,Open,High,Low,Close,Volume,t_point
13-01-2021 04:00,33844,33844,33211,33211,23201,0
13-01-2021 05:00,33237,33359,33160,33359,22900,0
13-01-2021 06:00,33370,33862.79688,33370,33862.79688,22561,0
13-01-2021 07:00,33819.46875,35161,33819.46875,35161,23024,0
13-01-2021 08:00,35117,35117,34622,34622,22575,0
13-01-2021 09:00,34610,34610,34437.19141,34437.19141,21457,0
13-01-2021 10:00,34424,34997,34424,34997,19833,0
13-01-2021 11:00,34997,34997,34441,34441,20052,0
13-01-2021 12:00,34464,34464,34346,34346,19853,0
13-01-2021 13:00,34346,34672.48828,34346,34672.48828,18539,0
13-01-2021 14:00,34672.48047,34819,34332,34332,17038,1
13-01-2021 15:00,34315,34690,34315,34690,16484,0
13-01-2021 16:00,34709,34799,34595,34799,16059,0
13-01-2021 17:00,34820,35036,34820,34878,15851,0
13-01-2021 18:00,34873,35809,34873,35809,16337,0
13-01-2021 19:00,35839.39453,36049,35821,36049,15938,0
13-01-2021 20:00,36049,36240,36049,36240,15579,0
13-01-2021 21:00,36270,37279,36210,37279,15864,0
13-01-2021 22:00,37266,37418,37127,37127,15853,0
13-01-2021 23:00,37157,37375,37157,37375,14886,0
14-01-2021 00:00,37374,38131,37374,37751,14294,0
14-01-2021 01:00,37753,37753,37432,37432,14045,0
14-01-2021 02:00,37432,37432,37386,37386,13933,0
14-01-2021 03:00,37402,37402,37067,37067,13595,1
14-01-2021 04:00,37032,37435.64844,37032,37435.64844,13982,0
14-01-2021 05:00,37439,37540,37439,37540,14003,0
14-01-2021 06:00,37539,37887,37539,37887,13958,0
14-01-2021 07:00,37887,38501,37887,38270,13452,0
14-01-2021 08:00,38305,38437.64453,38305,38437.64453,13359,0
14-01-2021 09:00,38418,38418,37955,37955,13288,0
14-01-2021 10:00,37952,38413,37952,38413,13120,0
14-01-2021 11:00,38500,38500,38380,38380,12639,0
14-01-2021 12:00,38380.92578,38380.92578,37844,38271,12485,0
14-01-2021 13:00,38268,38998,38268,38998,12730,0
14-01-2021 14:00,38990.80469,39596,38892,39596,13335,0
14-01-2021 15:00,39588,39750,39505,39505,13961,0
14-01-2021 16:00,39501,39501,39233,39233,14126,0
14-01-2021 17:00,39260,39592,39260,39397.45703,14117,0
14-01-2021 18:00,39409,39443,39281,39281,13658,0
14-01-2021 19:00,39285,39861,39285,39861,13589,0
14-01-2021 20:00,39866,39866,39341,39341,13471,0
14-01-2021 21:00,39336,39336,38780,38780,13778,1
14-01-2021 22:00,38779,38920,38698,38920,13201,0
14-01-2021 23:00,38969,39170,38786,39170,12967,0
15-01-2021 00:00,39145,39435,39145,39435,12631,0
15-01-2021 01:00,39459,39476,39142,39142,12352,0
15-01-2021 02:00,39176,39294.46484,39176,39279,12140,0
15-01-2021 03:00,39292,39292,38710,38710,12083,0
15-01-2021 04:00,38711,38711,38356,38480,11747,0
15-01-2021 05:00,38460,38460,37824,37824,11772,1
15-01-2021 06:00,37808,37950,37808,37950,12054,0
15-01-2021 07:00,37952.08594,38417,37952.08594,38417,11747,0
15-01-2021 08:00,38432,38432,38183,38183,11807,0
15-01-2021 09:00,38180,38641,38055,38641,11788,0
15-01-2021 10:00,38643,38643,38416,38416,11849,0
15-01-2021 11:00,38416,38416,38055,38055,11832,0
15-01-2021 12:00,38055,38055,37758,37758,12340,0
15-01-2021 13:00,37748,37748,37541,37688,12217,0
15-01-2021 14:00,37679,37679,36926,36926,11813,0
15-01-2021 15:00,36943,36943,35600,35600,12383,0
15-01-2021 16:00,35551,36177,35551,36177,14210,0
15-01-2021 17:00,36161,36161,35983,35995,14671,0
15-01-2021 18:00,35970,35970,35387,35387,15332,0
15-01-2021 19:00,35455,35455,35110,35110,15545,1
15-01-2021 20:00,35089,35583,35089,35583,15816,0
15-01-2021 21:00,35568,36252,35568,36252,15324,0
15-01-2021 22:00,36309,36600,36309,36600,15548,0
15-01-2021 23:00,36598,36741,36453,36741,15551,0
16-01-2021 00:00,36741,37152.33984,36741,37133,15559,0
16-01-2021 01:00,37146.87109,37146.87109,36991,36991,15728,0
16-01-2021 02:00,37005,37005,36187,36187,16057,0
16-01-2021 03:00,36162,36521,36162,36521,16154,0
16-01-2021 04:00,36501,36544,36363,36544,16183,0
16-01-2021 05:00,36541,36541,35809,35869,16163,1
16-01-2021 06:00,35900,36128,35900,36128,15679,0
16-01-2021 07:00,36147,36786,36147,36591,15697,0
16-01-2021 08:00,36583,37499,36583,37499,15726,0
16-01-2021 09:00,37494,37494,37444,37444,15805,0
16-01-2021 10:00,37447,37750,37399,37399,16029,0
16-01-2021 11:00,37418,37667,37418,37667,16199,0
16-01-2021 12:00,37714,37714,37415,37415,16383,0
16-01-2021 13:00,37420,37478,37220,37220,16662,0
16-01-2021 14:00,37220,37299,37220,37299,16516,0
16-01-2021 15:00,37334,37538,37334,37538,15484,0
16-01-2021 16:00,37548,37548,37197,37247,13617,0
16-01-2021 17:00,37249,37249,36973,36973,13039,0
16-01-2021 18:00,36974,37177,36535,36535,12268,0
16-01-2021 19:00,36556.18359,36556.18359,36453,36453,11952,0
16-01-2021 20:00,36421,36746,36421,36746,11263,0
16-01-2021 21:00,36788,36788,35971.53516,35971.53516,10982,1
16-01-2021 22:00,35933,36163,35933,36163,10794,0
16-01-2021 23:00,36080,36105,36055,36055,10840,0
17-01-2021 00:00,36061,36420,36061,36420,10748,0
17-01-2021 01:00,36350,36750,36350,36750,10553,0
17-01-2021 02:00,36782,36782,36480,36480,10065,0
17-01-2021 03:00,36460,36460,36250,36250,9647,0
17-01-2021 04:00,36255,36255,35886,35886,9374,0
17-01-2021 05:00,35892,35892,35579,35579,9294,0
17-01-2021 06:00,35588,35588,35359,35432,9332,0
17-01-2021 07:00,35432,35432,34734.07813,34734.07813,9901,0
17-01-2021 08:00,34732,34732,34619.44141,34705,10108,0
17-01-2021 09:00,34706,34706,34174,34174,10501,1
17-01-2021 10:00,34174,34834.21484,33914,34834.21484,10911,0
17-01-2021 11:00,34839,35302,34839,35302,10995,0
17-01-2021 12:00,35346,35346,35122,35122,10401,0
17-01-2021 13:00,35130,35405,34866,34866,9984,0
17-01-2021 14:00,34864,35242,34844,34844,9759,0
17-01-2021 15:00,34824,35786.63672,34824,35786.63672,9791,0
17-01-2021 16:00,35769,35990,35769,35990,9994,0
17-01-2021 17:00,35972,35972,35845,35865.82813,10137,0
17-01-2021 18:00,35908,35908,35722.19141,35722.19141,10105,0
17-01-2021 19:00,35732.36328,35935,35668,35668,9807,0
17-01-2021 20:00,35698,36122,35698,36122,9793,0
17-01-2021 21:00,36181,36596,36181,36596,9837,0
17-01-2021 22:00,36652,36652,36250,36250,9854,0
17-01-2021 23:00,36316,36316,35903,35903,9846,0
18-01-2021 00:00,35913,36042,35913,36042,9782,0
18-01-2021 01:00,36041,36171.86719,36041,36171.86719,9921,0
18-01-2021 02:00,36220,36220,35804,35804,9877,0
18-01-2021 03:00,35828,35828,35113,35113,10367,1
18-01-2021 04:00,35121,35162,35121,35162,10572,0
18-01-2021 05:00,35159,35427,35159,35427,10636,0
18-01-2021 06:00,35430,35430,35180,35232,10402,0
18-01-2021 07:00,35241,36164,35241,36164,9782,0
18-01-2021 08:00,36161,36446,36161,36272,9321,0
18-01-2021 09:00,36273,36555,36273,36555,8796,0
18-01-2021 10:00,36587,36587,36287,36287,8099,0
18-01-2021 11:00,36276.66797,36508,36010,36508,7971,0
18-01-2021 12:00,36522.34766,37091,36522.34766,37091,8878,0
18-01-2021 13:00,37101,37101,36858,36858,9041,0
18-01-2021 14:00,36846,36846,36418,36446,9412,0
18-01-2021 15:00,36458.57422,36494,36458.57422,36494,9318,0
18-01-2021 16:00,36504,36504,36033,36261.40625,9076,0
18-01-2021 17:00,36268,36268,35693,35727,9216,1
18-01-2021 18:00,35727,35831,35727,35831,9143,0
18-01-2021 19:00,35831,36042,35831,36042,9185,0
